17.961155633451305 53.33251002732442 0.0;
17.961155633451305 53.332520792357066 0.0;
17.96116464682428 53.3325046448071 0.0;
17.961155633451305 53.3325154098411 0.0;
17.961173660197254 53.3325046448071 0.0;
17.96116464682428 53.33251002732442 0.0;
17.96116464682428 53.3325154098411 0.0;
17.961173660197254 53.33251002732442 0.0;
17.961182673570228 53.33251002732442 0.0;
17.961173660197254 53.3325154098411 0.0;
17.961182673570228 53.3325154098411 0.0;
17.961191686943202 53.33252617487237 0.0;
17.961200700316176 53.33254232241419 0.0;
17.961200700316176 53.33253693990095 0.0;
17.961209713689147 53.33253693990095 0.0;
17.961209713689147 53.33254232241419 0.0;
17.961209713689147 53.332547704926775 0.0;
17.961209713689147 53.3325530874387 0.0;
17.961218727062125 53.3325530874387 0.0;
17.961218727062125 53.33255846994994 0.0;
17.9612277404351 53.33255846994994 0.0;
17.9612277404351 53.33256385246046 0.0;
17.9612277404351 53.332569234970315 0.0;
17.961236753808073 53.332569234970315 0.0;
17.961236753808073 53.332574617479544 0.0;
17.961245767181047 53.332574617479544 1.004134710120749;
17.96125478055402 53.332574617479544 1.0104288753409791;
17.961263793926996 53.332574617479544 0.0;
17.96127280729997 53.332574617479544 0.0;
17.961281820672944 53.332574617479544 1.2986480555822073;
17.96129083404592 53.332574617479544 1.3345092386942021;
17.96129083404592 53.332569234970315 1.4208414689401745;
17.961299847418893 53.332574617479544 1.6067248899833153;
17.961308860791867 53.332574617479544 1.7866575114749543;
17.961308860791867 53.33257999998803 1.8764643842785114;
17.96131787416484 53.33257999998803 2.0166440543993005;
17.96131787416484 53.33258538249586 2.0682983141932225;
17.96131787416484 53.33259076500302 2.160332957989487;
17.96132688753782 53.33258538249586 2.1654317746626455;
17.96132688753782 53.33259076500302 2.1805224232908307;
17.96132688753782 53.3325961475095 2.306378258441937;
17.96133590091079 53.3325961475095 2.38946025103721;
17.96133590091079 53.33260153001529 2.403540496224548;
17.961344914283764 53.33260153001529 2.471994457302139;
17.961344914283764 53.33260691252039 2.559353078385174;
17.961353927656738 53.33260691252039 2.58010820683263;
17.961362941029716 53.33260691252039 2.6938064992013127;
17.961362941029716 53.33261229502483 2.739699337418909;
17.96137195440269 53.33261229502483 2.7684711276888967;
17.96137195440269 53.33260691252039 2.7842905109045972;
17.96138096777566 53.33261229502483 2.8461660944592277;
17.961389981148635 53.33261229502483 2.943382544049008;
17.961389981148635 53.33260691252039 2.9521174759815314;
17.96139899452161 53.33260691252039 2.9990390304756405;
17.961408007894587 53.33260691252039 3.0556259833620403;
17.961408007894587 53.33260153001529 3.0882225401667416;
17.961417021267557 53.33260153001529 3.1144447767601844;
17.961417021267557 53.3325961475095 3.118796836690093;
17.96142603464053 53.3325961475095 3.1210275144821122;
17.96142603464053 53.33259076500302 3.1002930243097713;
17.96142603464053 53.33258538249586 3.0655198561802535;
17.96142603464053 53.33257999998803 2.9730592209448172;
17.96142603464053 53.332574617479544 2.9052148156829505;
17.961417021267557 53.332574617479544 2.8892155015898378;
17.961417021267557 53.332569234970315 2.853307809688851;
17.96142603464053 53.332569234970315 2.853307809688851;
17.961417021267557 53.33256385246046 2.7740359042917664;
17.961408007894587 53.33256385246046 2.7578496830028927;
17.961408007894587 53.33255846994994 2.7065470005857555;
17.96139899452161 53.33256385246046 2.6973597706802868;
17.96139899452161 53.33255846994994 2.690788950835538;
17.961389981148635 53.33255846994994 2.66585791449648;
17.961389981148635 53.3325530874387 2.6321617155120536;
17.96138096777566 53.33255846994994 2.606115921636848;
17.96138096777566 53.3325530874387 2.6022679007076386;
17.96137195440269 53.33255846994994 2.5362515815330813;
17.96137195440269 53.3325530874387 2.527811399050793;
17.961362941029716 53.33255846994994 2.481888039440421;
17.961353927656738 53.33255846994994 2.3848919252384895;
17.961353927656738 53.33256385246046 2.3746753976966457;
17.961344914283764 53.33255846994994 2.3075085673544034;
17.961344914283764 53.33256385246046 2.3015345134084058;
17.96133590091079 53.33256385246046 2.262109448999948;
17.96132688753782 53.332569234970315 2.203016689766649;
17.96132688753782 53.33256385246046 2.203016689766649;
17.96131787416484 53.332569234970315 2.1217623472387883;
17.96131787416484 53.332574617479544 2.085751463962226;
17.961299847418893 53.33257999998803 2.005932208254694;
17.96129083404592 53.33257999998803 1.9292191582919522;
17.96129083404592 53.33258538249586 1.8978704904318873;
